,text_tweet,username,syllables,periods,hyphens,commas,semicolons,exclamations,questions,quotes,dollars,percentages,ands,asterisks,pluses,equals,slashes,hashes,replies,retweets,links,smiles,bigsmiles,winks,bigwinks,unsures
331,"Drove through Oaklawn in Dallas today &amp  saw a vintage thrift shop with a huge neon sign ""FREE HIV TESTING"" #impressed #2beathiv",_AllisonMathews,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
332,Light show. #christmas @ Prairie Lights https://t.co/G4JoG4CWiJ,_AllisonMathews,10,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0
333,We waited an hour and a half in the car to drive around the lake and look at Christmas lights… https://t.co/9fOenkVQOY,_AllisonMathews,28,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
334,Thank you to Mr. shockley.skip for gifting me with his wisdom,_AllisonMathews,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Thanks! We're looking 4 funding. This is a collabo with community volunteers,_AllisonMathews,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,But I am definitely hustling to get work done before this holiday break 😅,_AllisonMathews,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,AND CREATIVITY!! Y’all we are a colorful,_AllisonMathews,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,What do you think is the biggest strength in our communities #2BeatHIV? @BeautyfllBundls @2Hot4RadioNikki @defeatHIV @NewBlackMan @2beathiv,_AllisonMathews,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
339,We recently started working w a young man living w HIV who was scared to start meds. it takes love,_AllisonMathews,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,there were sev stories about #HIVcureresearch that falsely reported #HIVcure this year. #2BeatHIV would love to tal… https://t.co/VoLtyNZGva,_AllisonMathews,37,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0
341,Help us celebrate HIV CURE RESEARCH DAY!! It’s TODAY in Durham County! https://t.co/kD9Y5Kyr36,_AllisonMathews,23,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
342,Thank you for all the love tonight!! #proclamationjamsession was a success! Y'all missed out on… https://t.co/Gozqqy705N,_AllisonMathews,29,1,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
343,Today was a good day. December 14 officially declared #hivcuresearchday in Durham County! #2beathiv https://t.co/ExynKCJPCY,_AllisonMathews,32,2,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0
344,The face you make when you realize it's finally time for @2beathiv's week of events celebrating… https://t.co/SyiSPyvouM,_AllisonMathews,32,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
345,Happy holidays!! At Durham's holiday parade!! https://t.co/i58W2G8kQn,_AllisonMathews,16,1,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
346,Don't forget y'all!! Follow @2BeatHIV to join the chat! https://t.co/7fdoMd63Nq,_AllisonMathews,15,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
347,Presidential Proclamation: World AIDS Day 2016 - POZ https://t.co/6T4weGu9Ff via @pozmagazine,_AllisonMathews,20,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
348,#nw #GreatAmericanBakingShow — a remake of the original British show that I watch on @UNCTV Love this show.,_AllisonMathews,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
349,@healthydurham https://t.co/KHR3X2zFSa,_AllisonMathews,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
350,Actin' a fool!! But it was my favorite part #2beathiv #wad2016 https://t.co/PHSMQulvfP,_AllisonMathews,18,1,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0
351,Yeah I did it. #selfie with my World AIDS Day audience to show support for people living with… https://t.co/XELI771GCZ,_AllisonMathews,27,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
352,What do we need to heal the world of the HIV/AIDS epidemic? #2beathiv let me know your thoughts/concerns/questions https://t.co/fCRibDjldj,_AllisonMathews,29,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0
353,World AIDS Day 2016. #2beathiv #beapartofthechange #untilthrcure #wad2016 @ 2beathiv https://t.co/BNV5TLq6Iu,_AllisonMathews,20,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,0,0,0,0,0
354,So honored to have the feature article about @2BeatHIV shared by @UNC!! https://t.co/v9TsqRxhRF,_AllisonMathews,23,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0
355,#restinpower to a wonderful woman,_AllisonMathews,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
356,What about dating while living with HIV? Identity making while living with HIV? Stigma management? Social support &amp  what that looks like?,_AllisonMathews,39,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,We also have to shift from just researching disease prevention to improving quality of life for people living with diseases,_AllisonMathews,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Some docs fall into trap of treating disease rather than treating people. @2BeatHIV tries to preempt that by involving the pub in decisions,_AllisonMathews,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
359,To be honest,_AllisonMathews,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Feedback 4m PLWH tells us that they r more than their disease. They are HUMANS with lives,_AllisonMathews,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,It makes sense given our political current climate,_AllisonMathews,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Surprisingly,_AllisonMathews,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Not trying to downplay it but I see my work as just a natural extension of my personality: care for others,_AllisonMathews,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,The past few days I've been trying to figure out y people r so excited ab my work. I love what I do but it seems normal,_AllisonMathews,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,More sponsors added!! 😬😬😬 #2beathiv #hivcure #hivcureresearchday #proclamationjamsession https://t.co/bQkR6eWXKt,_AllisonMathews,26,1,0,0,0,2,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0
366,Add it to your calendar!! #2beathiv #hivcureresearchday https://t.co/6wBWUlLQ5d,_AllisonMathews,17,1,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0
367,Reserve your seat today! Register via Eventbrite. #2BeatHIV #HIVCureResearchDay #ProclamationJamSession https://t.co/f45nEPpcPG,_AllisonMathews,32,2,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0
368,Tomorrow I will be speaking at the NIH from 11:30-11:45AM EST about Community Engagement for HIV… https://t.co/ndOyH4h2PW,_AllisonMathews,28,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
369,Back in my 2nd home. Excited for the weekend and my upcoming talk at the #NIH!! https://t.co/kJ3OAprRPY,_AllisonMathews,24,2,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
370,this makes me feel better lol https://t.co/XFBpiI7MIR,_AllisonMathews,11,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
371,Thanks!! https://t.co/8XyWGKyGOH,_AllisonMathews,5,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
372,I'm excited to share my new website!! Subscribe to stay updated on all the things. https://t.co/kPCUFkmglM https://t.co/Qn1CnvmkNw,_AllisonMathews,27,3,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0
373,@ThePurplePage looking beautiful as always,_AllisonMathews,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
374,Alleviating Disparities in Clinical Trials: https://t.co/ZUxwXUF57V @livingwithscrva,_AllisonMathews,20,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
375,@docswiner look at you being all official :) https://t.co/334aXyvCHK,_AllisonMathews,14,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
376,we need to be careful and aware of how #hivcure science is reported.  https://t.co/2gzHTRcPZF,_AllisonMathews,23,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
377,All the feels right now 😊 https://t.co/jm4tZiPiQe,_AllisonMathews,8,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
378,@alertapp__ congrats!! https://t.co/SrTnWlbxDh,_AllisonMathews,6,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
379,Wow!! Congrats!! https://t.co/BTVxzNqxru,_AllisonMathews,5,1,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
380,That's my boss!! #capacitybuilding https://t.co/YrKt0YxSfr,_AllisonMathews,12,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
381,LOL this is hilarious https://t.co/UX7W5DBvOK,_AllisonMathews,9,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
382,Thanks for the love! &lt 3  https://t.co/MMJV6lt125,_AllisonMathews,6,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
383,Thanks to #Katrina for this @UNCPostdoc appreciation video! #uncpostdoc @unc_bioethics @unccher https://t.co/djSlArMHKO,_AllisonMathews,27,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,3,0,1,0,0,0,0,0
384,&lt 3!!  https://t.co/2Jel6fe7Kr,_AllisonMathews,3,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
385,#postdoc vet,_AllisonMathews,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
386,Welcome to our new #postdoc #Larissa! Her hubby really appreciates her postdoc status  ) @UNC_bioethics @UNCPostdoc https://t.co/11J7AQYdpB,_AllisonMathews,34,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,0
387,Our #postdoc award winning #AnyaPrince and former dept head #GailHenderson wore stickers too! @UNCPostdoc https://t.co/VRosGwPMFo,_AllisonMathews,31,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0
388,Our Dept Head #JonOberlander wore a sticker! #postdocsarethelightofmylife @UNCPostdoc https://t.co/pmFlipK4sO,_AllisonMathews,29,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0
389,We wore #postdoc appreciation stickers in solidarity! @UNCPostdoc… https://t.co/HmQoh8DzwR,_AllisonMathews,22,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0
390,Happy #postdoc appreciation week from @UNC_Bioethics @UNCGlobal! @jeancadigan @UNCPostdoc https://t.co/MsDF4mlhID,_AllisonMathews,25,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4,0,1,0,0,0,0,0
391,Getting schooled on #blacktwitter,_AllisonMathews,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
392,#Tbt loving this shot!!       📸 @kumolustudios                💄 @ayodeli https://t.co/08ZNrjsoFs,_AllisonMathews,14,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0
393,So excited to be speaking in Hampton VA on 10/1 to celebrate the launch of @awareapp_!! I'm very… https://t.co/Pzy6hTNsQW,_AllisonMathews,29,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0
394,So excited to be speaking in Hampton VA on 10/1 to celebrate the launch of @alertapp__!! https://t.co/yPqZhQuIeQ https://t.co/nqLNKko3PA,_AllisonMathews,30,2,0,0,0,2,0,0,0,0,0,0,0,0,7,0,1,0,2,0,0,0,0,0
395,@CourtneyBoen in case you missed it https://t.co/4VVBFqhS2r,_AllisonMathews,11,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
396,@KeckMedUSC Thanks for the follow!,_AllisonMathews,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
397,Check it out! https://t.co/1DOrhnoGfK,_AllisonMathews,6,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
398,Grateful @2BeatHIV was featured on @UNCTV! 1st time sustaining member to show support #ncnight #millennialsdonatetoo https://t.co/I9dGLagPWH,_AllisonMathews,33,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,0
399,#ncsexcon was a fun,_AllisonMathews,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
400,It's been a busy day but so rewarding! Grateful to be featured on the Chair's Corner podcast… https://t.co/70sbeET0Jr,_AllisonMathews,28,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
401,What a great panel discussion about HIV awareness with prettyfabwriter @2beathiv and the… https://t.co/5KktSe2Gre,_AllisonMathews,27,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
402,@JosephTucker provides recommendations for improving patient-physician trust in China — News Room - UNC Health Care https://t.co/TsMmJeq2Xb,_AllisonMathews,33,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
403,@AgileAdeline of course I remember you :) I saw the email and will reply later today. Cheers!,_AllisonMathews,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
404,I am excited to be presenting about @2BeatHIV at #ncsexcon this week! Hope to see you there!,_AllisonMathews,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
405,Hit me up if you’re interested. Prefer ppl familiar with local NC community &amp  HIV/AIDS https://t.co/TzPgftaxZE,_AllisonMathews,27,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
406,Go ‘head,_AllisonMathews,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Too much fun with @shakeyourbeauty today in Durham! The book signing was a success!… https://t.co/tracKYIB4E,_AllisonMathews,24,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
408,shakeyourbeauty's photo https://t.co/7gdIVHkDDn these are the moments I live for!!,_AllisonMathews,19,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
409,We are so ready for you all to come to the book signing!! #theperfectfindlive @ american… https://t.co/6vxEX5YpLa,_AllisonMathews,31,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0
410,Nothing like the threat of pitch black to motivate you to bike faster. #racethesunset #biking #10miles,_AllisonMathews,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
411,Here we go!! Are y'all ready??!! See you Saturday for this #blackgirlmagic #blackaugust… https://t.co/XrMZt1XiFr,_AllisonMathews,26,1,0,0,0,4,2,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0
412,@erickapatillo thank you!!,_AllisonMathews,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,Please forgive this moment of vanity for this outfit. Styled by Vicki allegro_16 #mamaknowsbest… https://t.co/8INg7Ohr5T,_AllisonMathews,31,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
414,From @ursulinedallas to now,_AllisonMathews,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,Happy to be celebrating my HS friend Dana and her husband Joshua! @ La Cima Club in Las Colinas https://t.co/vMiF6QjTjn,_AllisonMathews,29,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
416,#tbt Good to be home. https://t.co/P7qFsuQVqg,_AllisonMathews,7,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
417,The best part is getting there... Sharing my #sunset with you. https://t.co/FAzqU7vPMI,_AllisonMathews,19,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
418,Catch me if you can. https://t.co/W8DXI7V8Fw,_AllisonMathews,7,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
419,@unc_bioethics @2beathiv @bioethicsglobal @uncresearch Thanks for sharing! I didn’t see that it was posted!,_AllisonMathews,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
420,Guess who’ll be in Durham on 8/13?!! @shakeyourbeauty!! Register now! https://t.co/niEN69ODPQ #thePerfectfindlive https://t.co/LXypcImLpS,_AllisonMathews,27,2,0,0,0,5,1,0,0,0,0,0,0,0,7,1,1,0,2,0,0,0,0,0
421,Yes we got a picture with the South African Minister of Health,_AllisonMathews,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Me too! https://t.co/Gpjjqt4xFo,_AllisonMathews,4,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
423,Feeling like a little fish in a big pond,_AllisonMathews,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,#aids2016  https://t.co/gc4WRRkpfo,_AllisonMathews,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
425,#aids2016  https://t.co/SkOUAf6rnd,_AllisonMathews,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
426,@josephtucker :) https://t.co/gc4WRRkpfo,_AllisonMathews,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
427,@awareapp_ ‘Medication ATMs’ punted at Aids Conference https://t.co/215lKzXFFO thoughts?,_AllisonMathews,19,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
428,Indian Ocean. #Durm in #Durban @ Durban,_AllisonMathews,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
429,Bunny chow. But it has no bunny in it. Food is amazing in South Africa. We all need to move down… https://t.co/6TZJsRmLlr,_AllisonMathews,29,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
430,Poster is up! #2BeatHIV #aids2016 #thisposterishuge @ International AIDS Conference https://t.co/Pj1SHDToBF,_AllisonMathews,25,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0
431,Day 2 at the HIV cure symposium. So far I have interviewed Drs. Anthony Fauci (Director of… https://t.co/5se9iGMBlf,_AllisonMathews,30,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
432,Today was a beautiful day. #Durban https://t.co/NDSFf54BCX,_AllisonMathews,11,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
433,Pressure to be masculine aka John Henryism is not going to heal racism. https://t.co/paaTv6e1Iv,_AllisonMathews,25,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
434,We're off to the Mothaland to talk about @2beathiv at the International AIDS Society meeting!… https://t.co/BqNpgkcXBv,_AllisonMathews,28,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
435,This is your opportunity to ask the tough questions. What should we ask #2BeatHIV? https://t.co/jhkMW0qrlQ,_AllisonMathews,21,2,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
436,Yay for news coverage about our work! Just makes it that much more important to make it sustainable… https://t.co/BPeGZIXet0,_AllisonMathews,34,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
437,Thank you!! https://t.co/6a1wYySr7i,_AllisonMathews,6,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
438,Black Joy Pop Up outside was wonderful end to the day #summer #durm #weneedsomejoy #blackjoypopup https://t.co/waaLmn9ZWc,_AllisonMathews,29,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0
439,Momma we made it!! allegro_16 thank you for refusing to allow me to fail. #2beathiv #TEDxDurham… https://t.co/DTFPJcm0cE,_AllisonMathews,27,2,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0
440,☺️☺️ #TEDxDurham #2beathiv ted @tedx https://t.co/R7oR4yjlBp,_AllisonMathews,10,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0
441,My brother Dr. @Pianoplaya14 doing his thing! https://t.co/00NY6dJL4x,_AllisonMathews,11,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
442,@maqy1999 yes me too. It really hit home this time bc I'm from Dallas 😢,_AllisonMathews,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
443,I’m excited to bring the idea of crowdsourcing for HIV cure research to the national stage! #2BeatHIV https://t.co/7OGODycvQb,_AllisonMathews,32,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
444,Just heartbroken over all the killings these past few years,_AllisonMathews,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,That moment when your project @2BeatHIV &amp  upcoming talk get featured in @dailytarheel https://t.co/5tRzSEsVQN,_AllisonMathews,25,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0
446,Tune in on Sunday July 10 at 11:30am!! #2beathiv #RedistheNewBlack #blackissuesforum https://t.co/ibkUVBtwTa,_AllisonMathews,26,1,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0
447,@ftirqueen congrats! You’ll be great,_AllisonMathews,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
448,Excited to be a part of the @TEDxDurhamNC speakers list! 7/9 @carolinatheatre Buy tix now: https://t.co/qrIMS8gG4z,_AllisonMathews,26,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0
449,That moment when you get invited to do a tedxdurham talk 😳😁😁 #butGod!! #2beathiv Tix are on sale… https://t.co/GkjYfgxpju,_AllisonMathews,29,1,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0
450,Can't wait to see @NCBlackIssues this weekend on unc_tv! We're talking about advancements in… https://t.co/HuFOygJyIA,_AllisonMathews,27,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
451,@2beathiv @diva3482 theluxblognc and #RedistheNewBlack were featured on unc_tv's… https://t.co/wgyIZmcyVs,_AllisonMathews,23,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0
452,@UNCTV #bif #blackissuesforum #2beathiv https://t.co/WN3jofIOR7,_AllisonMathews,12,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0
453,@UNCTV #bif #blackissuesforum #2beathiv https://t.co/z7jzMhzcVi,_AllisonMathews,11,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0
454,#ThePerfectFindLive Buy book &amp  get free @Miss_Jessies gift! https://t.co/caOLsVLapR  RSVP: https://t.co/YEgx4eeHpD https://t.co/JXmlpkvDPN,_AllisonMathews,22,3,0,0,0,1,0,0,0,0,0,0,0,0,9,1,1,0,3,0,0,0,0,0
455,@MeredithClark: Fisher case reveals entitlement and superficial perspective via @dallasnews https://t.co/63gzr51HNq,_AllisonMathews,28,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0
456,Looking forward to presenting at this upcoming conference! #SexualHealth #2BeatHIV  https://t.co/5AoeqouPUX,_AllisonMathews,26,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0
457,Partnership for a Healthy Durham and 2beatHIV co-host #DCoNHTD Twitter Chat  https://t.co/ezCd0hfTmy via @healthydurham,_AllisonMathews,26,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0
458,Roll call!!  https://t.co/GlhSRhFiGh,_AllisonMathews,4,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
459,Tried @miss_jessies hair products on my niece who lives near in Germany for the first time. Her… https://t.co/AYrtyYZiOo,_AllisonMathews,29,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
460,I know how to be loved because he loves me first. #daddysgirl #fathersday #ilovemydaddy https://t.co/P37wisczMg,_AllisonMathews,29,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0
461,Happy Father's Day to the only man who could pull off an Afro-mullet 😂😂❤️ #ilovemydaddy… https://t.co/KeZBW6RQpp,_AllisonMathews,27,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
462,This kid is a natural!! #bantuknotout @dailynatural https://t.co/rkIfwh5bbP,_AllisonMathews,18,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0
463,They say we look alike 😏 https://t.co/c7PgTtGCUZ,_AllisonMathews,9,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
464,#Deutschland with @aitdra1 https://t.co/K3hCRQonbH,_AllisonMathews,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0
465,Windmills everywhere!! Germany got an award for using 100% renewable energy for a whole month. https://t.co/h5ltmM9UHt,_AllisonMathews,31,2,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0
466,Last light of the day at 10:30pm. Made it to Frankfurt to see big sis @aitdra1 https://t.co/x1YxzQ4wQy,_AllisonMathews,21,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
467,Only for you my Soror  https://t.co/qCoeuEz3uo,_AllisonMathews,10,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
468,Lunch plus writing in a quaint Edinburgh cafe. https://t.co/kIXzTYjENm,_AllisonMathews,16,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
